what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352780126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352819733
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352822896
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1494352907017
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1494352907073
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1494352910924
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1494352910940
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494352911053
no handler,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1494352968480
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494352972600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352975302
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1494352975383
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494352976231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352977777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352979612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352984436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352984496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352987584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352990444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352990754
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352992371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352997055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494352998916
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1494352999203
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1494353001313
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494353001551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353002879
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1494353003713
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1494353006444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353021113
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494353021124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353022394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353143536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1494353143544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353144200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353149554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353151286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353152965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1494353152980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353158858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353231616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353233810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353241573
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1494353243821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353245507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353250546
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494353250546
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494353251374
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494353261010
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494353266969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494353267943
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494353268365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494353270381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494353270709
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494353271570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353273492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353274867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353280732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353283279
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494353284897
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1494353296431
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1494353296556
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1494353296681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1494353296775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1494353296912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1494353297037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1494353297593
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1494353306245
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494353310368
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494353312338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353313666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353316229
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494353321787
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1494353323890
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1494353325923
