what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494340901624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494340903776
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494340908772
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494340910345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494340911749
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494340914001
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494340916429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494340918913
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494340920000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494340921641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494340924032
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494340928203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494340929892
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1494340930161
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1494340932097
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494340932335
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1494340936259
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494340940556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494340942059
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494340966000
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494340966019
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494340969111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494340970916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494341022800
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494341024319
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494341026177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494341027516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494341034931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494341173682
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494341177044
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494341178864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494341193045
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494341193847
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494341194849
