what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494438012502
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494438020916
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494438034125
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494438041103
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494438052204
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494438055922
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494438059515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438061224
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438061306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438064389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438066816
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494438070377
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494438071163
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438073777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438091631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438093399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438094060
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494438094075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438096264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438104915
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438107371
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438216316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438237453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438239773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438241297
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438297597
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494438302707
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494438305903
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438307694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438318931
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494438320133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438331899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438696174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438711322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494438765699
