what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494409322015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494409323438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494409325833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494409326406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494409330410
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1494409336252
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494409338633
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.opendecl",1494409346484
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494409346549
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494409346624
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1494409357403
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494409360827
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1494409362939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1494409363457
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494409364667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494409365961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494409368172
error,log,,,"No Byte Stream Services found for Nios II Console View",1494409381301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494409381437
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-1]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1494409383366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494409395841
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494409395862
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1494409406546
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1494409406738
