what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436104461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436108372
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494436108426
error,log,,,"Unable to validate connection settings.",1494436117649
error,log,,,"Unable to validate connection settings.",1494436117649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436117680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436121574
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1494436129123
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1494436129161
error,log,,,"Unable to validate connection settings.",1494436130179
error,log,,,"Unable to validate connection settings.",1494436130179
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436130194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436131482
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436132452
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436136877
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494436137363
error,log,,,"Unable to validate connection settings.",1494436145128
error,log,,,"Unable to validate connection settings.",1494436145128
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436145144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436148867
error,log,,,"Unable to validate connection settings.",1494436160649
error,log,,,"Unable to validate connection settings.",1494436160649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436160664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436162036
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436163671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436247545
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1494436256049
error,log,,,"Unable to validate connection settings.",1494436256581
error,log,,,"Unable to validate connection settings.",1494436256581
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436256597
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436258455
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494436259542
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494436260943
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494436268980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436270415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436271618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436278033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436279390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436281172
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436285165
error,log,,,"Unable to validate connection settings.",1494436293253
error,log,,,"Unable to validate connection settings.",1494436293253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436293269
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436294725
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494436299666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436301419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436331138
error,log,,,"Unable to validate connection settings.",1494436340145
error,log,,,"Unable to validate connection settings.",1494436340145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436340160
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436341595
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494436349530
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1494436351955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436353737
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436363197
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436364763
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436614449
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494436616334
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436617918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436618056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436622344
error,log,,,"Error executing 'nios2-bsp-generate-files --bsp-dir . --settings settings.bsp', unexpected return code 1.\n\nError message:\n\nSEVERE: [Error] hal: <b>hal.stdin</b> (jtag_uart) out of range. Valid ranges: [none:none, uart_0:uart_0]\r\nSEVERE: [Error] hal: <b>hal.stdin</b> (jtag_uart) out of range. Valid ranges: [none:none, uart_0:uart_0]\r\nSEVERE: nios2-bsp-generate-files failed.\r\n",1494436623916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436625573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436628659
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436641073
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436643379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436647842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436650578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436665826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436666428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436670253
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1494436678053
error,log,,,"Unable to validate connection settings.",1494436679320
error,log,,,"Unable to validate connection settings.",1494436679320
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436679336
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436682944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436685234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436686174
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1494436686190
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1494436693091
error,log,,,"Unable to validate connection settings.",1494436694641
error,log,,,"Unable to validate connection settings.",1494436694641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436694657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436696963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436700470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1494436702174
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1494436712682
